,Smiles,Property,Value,Units,Notes
652,NCCCCCCN.OC(=O)CCCCCCCCCCC(=O)O,Preferred Calculated Glass Transition Temperature,318,K,
653,"C[Si](c1ccccc1)(Cl)Cl, CO[Si](C)(c1ccccc1)OC",Glass Transition Temperature,240 - 250,K,
654,"C[Si](c1ccccc1)(Cl)Cl, CO[Si](C)(c1ccccc1)OC",Preferred Glass Transition Temperature,245,K,
655,CC(=C)C(=O)NC(C)(C)C,Glass Transition Temperature,433,K,
656,CC(=C)C(=O)NC(C)(C)C,Calculated Glass Transition Temperature,422 - 453,K,
657,CC(=C)C(=O)NC(C)(C)C,Preferred Calculated Glass Transition Temperature,437,K,
658,C=CC(=O)c1ccccc1,Glass Transition Temperature,314 - 331,K,
659,C=CC(=O)c1ccccc1,Preferred Glass Transition Temperature,323,K,
660,C=CC(=O)c1ccccc1,Calculated Glass Transition Temperature,344,K,
661,Oc1c(cccc1c1ccccc1)c1ccccc1,Glass Transition Temperature,493 - 500,K,
662,Oc1c(cccc1c1ccccc1)c1ccccc1,Preferred Glass Transition Temperature,497,K,
663,Oc1c(cccc1c1ccccc1)c1ccccc1,Calculated Glass Transition Temperature,489 - 500,K,
664,Oc1c(cccc1c1ccccc1)c1ccccc1,Preferred Calculated Glass Transition Temperature,495,K,
665,CC(C)OC(=O)C=C,Glass Transition Temperature,262 - 284,K,
666,CC(C)OC(=O)C=C,Preferred Glass Transition Temperature,271,K,
667,CC(C)OC(=O)C=C,Calculated Glass Transition Temperature,252 - 276,K,
668,CC(C)OC(=O)C=C,Preferred Calculated Glass Transition Temperature,264,K,
669,"C[Si](C)(Cl)Cl, CO[Si](C)(C)OC",Glass Transition Temperature,146 - 152,K,
670,"C[Si](C)(Cl)Cl, CO[Si](C)(C)OC",Preferred Glass Transition Temperature,149,K,
671,"C[Si](C)(Cl)Cl, CO[Si](C)(C)OC",Calculated Glass Transition Temperature,145 - 150,K,
672,"C[Si](C)(Cl)Cl, CO[Si](C)(C)OC",Preferred Calculated Glass Transition Temperature,147.5,K,
673,CCCCCCOC(=O)C(=C)C,Glass Transition Temperature,256 - 274,K,
674,CCCCCCOC(=O)C(=C)C,Preferred Glass Transition Temperature,266,K,
675,CCCCCCOC(=O)C(=C)C,Calculated Glass Transition Temperature,264,K,
676,ClCC(C)Cl.[Na]S[Na],Glass Transition Temperature,221 - 236,K,
677,ClCC(C)Cl.[Na]S[Na],Preferred Glass Transition Temperature,227,K,
678,ClCC(C)Cl.[Na]S[Na],Calculated Glass Transition Temperature,217 - 225,K,
679,ClCC(C)Cl.[Na]S[Na],Preferred Calculated Glass Transition Temperature,221,K,
680,CCCCOC(=O)C(=C)C#N,Glass Transition Temperature,358 - 396,K,
681,CCCCOC(=O)C(=C)C#N,Preferred Glass Transition Temperature,374,K,
682,CCCCOC(=O)C(=C)C#N,Calculated Glass Transition Temperature,328 - 367,K,
683,CCCCOC(=O)C(=C)C#N,Preferred Calculated Glass Transition Temperature,344,K,
684,O=C1OCC(=O)OC1,Glass Transition Temperature,308 - 318,K,
685,O=C1OCC(=O)OC1,Preferred Glass Transition Temperature,312,K,
686,O=C1OCC(=O)OC1,Calculated Glass Transition Temperature,314,K,
687,CCCCOC=C,Glass Transition Temperature,218 - 253,K,
688,CCCCOC=C,Preferred Glass Transition Temperature,220,K,
689,CCCCOC=C,Calculated Glass Transition Temperature,207 - 225,K,
690,CCCCOC=C,Preferred Calculated Glass Transition Temperature,210,K,
691,CCCCCCCCCCCCCCCCCC(=O)OC=C,Glass Transition Temperature,318,K,
692,CCCCCCCCCCCCCCCCCC(=O)OC=C,Calculated Glass Transition Temperature,262 - 313,K,
693,CCCCCCCCCCCCCCCCCC(=O)OC=C,Preferred Calculated Glass Transition Temperature,279,K,
694,CC(c1ccc(cc1)OCC1OC1)(c1ccc(cc1)OCC1OC1)C.NCCCCCCN,Glass Transition Temperature,386,K,
695,CC(c1ccc(cc1)OCC1OC1)(c1ccc(cc1)OCC1OC1)C.NCCCCCCN,Calculated Glass Transition Temperature,355 - 387,K,
696,CC(c1ccc(cc1)OCC1OC1)(c1ccc(cc1)OCC1OC1)C.NCCCCCCN,Preferred Calculated Glass Transition Temperature,387,K,
697,[O-]C(=O)[O-].[Na+].[Na+].O=C(c1ccc(cc1)Cl)c1ccc(cc1)Cl,Glass Transition Temperature,425 - 436,K,
698,[O-]C(=O)[O-].[Na+].[Na+].O=C(c1ccc(cc1)Cl)c1ccc(cc1)Cl,Preferred Glass Transition Temperature,431,K,
699,[O-]C(=O)[O-].[Na+].[Na+].O=C(c1ccc(cc1)Cl)c1ccc(cc1)Cl,Calculated Glass Transition Temperature,437,K,
700,CCCCCCCCOC(=O)C=C,Glass Transition Temperature,208,K,
701,CCCCCCCCOC(=O)C=C,Calculated Glass Transition Temperature,205 - 229,K,
702,CCCCCCCCOC(=O)C=C,Preferred Calculated Glass Transition Temperature,216,K,
703,NCCCCCCCCCCCC(=O)O,Glass Transition Temperature,310 - 316,K,
704,NCCCCCCCCCCCC(=O)O,Preferred Glass Transition Temperature,313,K,
705,NCCCCCCCCCCCC(=O)O,Calculated Glass Transition Temperature,297 - 314,K,
706,NCCCCCCCCCCCC(=O)O,Preferred Calculated Glass Transition Temperature,313,K,
707,CCCCCCCCCCOC(=O)C(=C)C,Glass Transition Temperature,203 - 218,K,
708,CCCCCCCCCCOC(=O)C(=C)C,Preferred Glass Transition Temperature,211,K,
709,CCCCCCCCCCOC(=O)C(=C)C,Calculated Glass Transition Temperature,200 - 238,K,
710,CCCCCCCCCCOC(=O)C(=C)C,Preferred Calculated Glass Transition Temperature,219,K,
711,OC(=O)c1ccc(cc1)C(=O)O.OCCO,Glass Transition Temperature,338 - 350,K,
712,OC(=O)c1ccc(cc1)C(=O)O.OCCO,Preferred Glass Transition Temperature,344,K,
713,OC(=O)c1ccc(cc1)C(=O)O.OCCO,Calculated Glass Transition Temperature,346 - 361,K,
714,OC(=O)c1ccc(cc1)C(=O)O.OCCO,Preferred Calculated Glass Transition Temperature,346,K,
715,OC(=O)c1ccc(cc1)C(=O)O.OCC1CCC(CC1)CO,Glass Transition Temperature,363 - 365,K,
716,OC(=O)c1ccc(cc1)C(=O)O.OCC1CCC(CC1)CO,Preferred Glass Transition Temperature,364,K,
717,OC(=O)c1ccc(cc1)C(=O)O.OCC1CCC(CC1)CO,Calculated Glass Transition Temperature,356 - 377,K,
718,OC(=O)c1ccc(cc1)C(=O)O.OCC1CCC(CC1)CO,Preferred Calculated Glass Transition Temperature,369,K,
719,C=CC(=O)OCCC#N,Glass Transition Temperature,277,K,
720,C=CC(=O)OCCC#N,Calculated Glass Transition Temperature,276,K,
721,C=CC(=O)OCCC#N,Calculated Glass Transition Temperature,290,K,
722,C=CC(=O)OCCC#N,Preferred Calculated Glass Transition Temperature,276,K,
723,O=C=O.CC1CO1,Glass Transition Temperature,301 - 316,K,
724,O=C=O.CC1CO1,Preferred Glass Transition Temperature,310,K,
725,O=C=O.CC1CO1,Calculated Glass Transition Temperature,273 - 304,K,
726,O=C=O.CC1CO1,Preferred Calculated Glass Transition Temperature,293,K,
727,CC(c1ccc(cc1)OCC1OC1)(c1ccc(cc1)OCC1OC1)C.NCCCCCCCCN,Glass Transition Temperature,376,K,
728,CC(c1ccc(cc1)OCC1OC1)(c1ccc(cc1)OCC1OC1)C.NCCCCCCCCN,Calculated Glass Transition Temperature,378,K,
729,C=C.[C-]#[O+],Glass Transition Temperature,291,K,
730,C=C.[C-]#[O+],Calculated Glass Transition Temperature,277 - 303,K,
731,C=C.[C-]#[O+],Preferred Calculated Glass Transition Temperature,290,K,
732,NCCCCCCN.OC(=O)CCCCC(=O)O,Glass Transition Temperature,318 - 330,K,
733,NCCCCCCN.OC(=O)CCCCC(=O)O,Preferred Glass Transition Temperature,324,K,
734,NCCCCCCN.OC(=O)CCCCC(=O)O,Calculated Glass Transition Temperature,324 - 335,K,
735,NCCCCCCN.OC(=O)CCCCC(=O)O,Preferred Calculated Glass Transition Temperature,324,K,
736,C=CC(=O)OCC(C)C,Glass Transition Temperature,230 - 249,K,
737,C=CC(=O)OCC(C)C,Preferred Glass Transition Temperature,240,K,
738,C=CC(=O)OCC(C)C,Calculated Glass Transition Temperature,231 - 281,K,
739,C=CC(=O)OCC(C)C,Preferred Calculated Glass Transition Temperature,243,K,
740,BrC=CC=C,Glass Transition Temperature,225 - 241,K,
741,BrC=CC=C,Preferred Glass Transition Temperature,233,K,
742,BrC=CC=C,Calculated Glass Transition Temperature,234 - 252,K,
743,BrC=CC=C,Preferred Calculated Glass Transition Temperature,243,K,
744,CCCCCCCCOC(=O)C(=C)C#N,Glass Transition Temperature,313 - 331,K,
745,CCCCCCCCOC(=O)C(=C)C#N,Preferred Glass Transition Temperature,322,K,
746,CCCCCCCCOC(=O)C(=C)C#N,Calculated Glass Transition Temperature,212 - 232,K,
747,CCCCCCCCOC(=O)C(=C)C#N,Calculated Glass Transition Temperature,308,K,
748,CCCCCCCCOC(=O)C(=C)C#N,Preferred Calculated Glass Transition Temperature,308,K,
749,CCC(=O)C=C,Glass Transition Temperature,213,K,
750,CCC(=O)C=C,Calculated Glass Transition Temperature,268,K,
751,NCCCCCCCCCC(=O)O,Glass Transition Temperature,315 - 316,K,
752,NCCCCCCCCCC(=O)O,Preferred Glass Transition Temperature,315,K,
753,NCCCCCCCCCC(=O)O,Calculated Glass Transition Temperature,309 - 317,K,
754,NCCCCCCCCCC(=O)O,Preferred Calculated Glass Transition Temperature,314,K,
755,OC(=N)C=C,Glass Transition Temperature,426 - 461,K,
756,OC(=N)C=C,Preferred Glass Transition Temperature,438,K,
757,OC(=N)C=C,Calculated Glass Transition Temperature,436,K,
758,O=C(C(=C)C)OCc1ccccc1,Glass Transition Temperature,327,K,
759,O=C(C(=C)C)OCc1ccccc1,Calculated Glass Transition Temperature,353,K,
760,OC(=O)c1ccc(cc1)CCCCc1ccc(cc1)C(=O)O.CC(=O)OC(=O)C,Glass Transition Temperature,312 - 319,K,
761,OC(=O)c1ccc(cc1)CCCCc1ccc(cc1)C(=O)O.CC(=O)OC(=O)C,Preferred Glass Transition Temperature,316,K,
762,OC(=O)c1ccc(cc1)CCCCc1ccc(cc1)C(=O)O.CC(=O)OC(=O)C,Calculated Glass Transition Temperature,322 - 343,K,
763,CCCCCCCCC=C,Glass Transition Temperature,232,K,
764,CCCCCCCCC=C,Calculated Glass Transition Temperature,221 - 233,K,
765,CCCCCCCCC=C,Preferred Calculated Glass Transition Temperature,226,K,
766,CC(=C)C(=O)O,Glass Transition Temperature,501,K,
767,CC(=C)C(=O)O,Calculated Glass Transition Temperature,511,K,
768,C=COC(C)C,Glass Transition Temperature,261 - 270,K,
769,C=COC(C)C,Preferred Glass Transition Temperature,270,K,
770,C=COC(C)C,Calculated Glass Transition Temperature,253 - 281,K,
771,C=COC(C)C,Preferred Calculated Glass Transition Temperature,267,K,
772,C1COCO1,Glass Transition Temperature,209,K,
773,C1COCO1,Calculated Glass Transition Temperature,201 - 210,K,
774,C1COCO1,Preferred Calculated Glass Transition Temperature,211,K,
775,CCCOC(=O)C(=C)Cl,Glass Transition Temperature,344,K,
776,CCCOC(=O)C(=C)Cl,Calculated Glass Transition Temperature,324 - 369,K,
777,CCCOC(=O)C(=C)Cl,Preferred Calculated Glass Transition Temperature,346,K,
778,C(OC(=O)C)C,Glass Transition Temperature,341 - 372,K,
779,C(OC(=O)C)C,Preferred Glass Transition Temperature,353,K,
780,C(OC(=O)C)C,Calculated Glass Transition Temperature,356 - 358,K,
781,C(OC(=O)C)C,Preferred Calculated Glass Transition Temperature,357,K,
782,BrC=C,Glass Transition Temperature,373,K,
783,BrC=C,Calculated Glass Transition Temperature,377,K,
784,CCOC(=O)C(=C)Cl,Glass Transition Temperature,366,K,
785,CCOC(=O)C(=C)Cl,Calculated Glass Transition Temperature,360 - 361,K,
786,CCOC(=O)C(=C)Cl,Preferred Calculated Glass Transition Temperature,360,K,
787,CCCOC(=O)CC(=C)C(=O)OCCC,Glass Transition Temperature,304 - 307,K,
788,CCCOC(=O)CC(=C)C(=O)OCCC,Preferred Glass Transition Temperature,306,K,
789,CCCOC(=O)CC(=C)C(=O)OCCC,Calculated Glass Transition Temperature,303,K,
790,CCCOC(=O)CC(=C)C(=O)OCCC,Preferred Calculated Glass Transition Temperature,303,K,
791,C1C(CO1)(CCl)CCl,Glass Transition Temperature,265 - 278,K,
792,C1C(CO1)(CCl)CCl,Preferred Glass Transition Temperature,272,K,
793,C1C(CO1)(CCl)CCl,Calculated Glass Transition Temperature,252 - 315,K,
794,C1C(CO1)(CCl)CCl,Preferred Calculated Glass Transition Temperature,283,K,
795,CCOC=C,Glass Transition Temperature,213 - 254,K,
796,CCOC=C,Preferred Glass Transition Temperature,232,K,
797,CCOC=C,Calculated Glass Transition Temperature,233 - 237,K,
798,CCOC=C,Preferred Calculated Glass Transition Temperature,235,K,
799,CC(c1ccc(cc1)O)(c1ccc(cc1)O)C.Clc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Cl,Glass Transition Temperature,458 - 470,K,
800,CC(c1ccc(cc1)O)(c1ccc(cc1)O)C.Clc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Cl,Preferred Glass Transition Temperature,459,K,
801,CC(c1ccc(cc1)O)(c1ccc(cc1)O)C.Clc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Cl,Calculated Glass Transition Temperature,452 - 467,K,
802,CC(c1ccc(cc1)O)(c1ccc(cc1)O)C.Clc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Cl,Preferred Calculated Glass Transition Temperature,460,K,
803,CC=C,Glass Transition Temperature,258 - 270,K,
804,CC=C,Preferred Glass Transition Temperature,264,K,
805,CC=C,Calculated Glass Transition Temperature,239 - 263,K,
806,CC=C,Preferred Calculated Glass Transition Temperature,261,K,
807,[Na]Oc1ccc(cc1)O[Na].O=C(c1ccc(cc1)Cl)c1ccc(cc1)Cl,Glass Transition Temperature,405 - 431,K,
808,[Na]Oc1ccc(cc1)O[Na].O=C(c1ccc(cc1)Cl)c1ccc(cc1)Cl,Preferred Glass Transition Temperature,421,K,
809,[Na]Oc1ccc(cc1)O[Na].O=C(c1ccc(cc1)Cl)c1ccc(cc1)Cl,Calculated Glass Transition Temperature,416 - 421,K,
810,[Na]Oc1ccc(cc1)O[Na].O=C(c1ccc(cc1)Cl)c1ccc(cc1)Cl,Preferred Calculated Glass Transition Temperature,419,K,
811,OC(=O)CCCCCCCCC(=O)O.CC(=O)OC(=O)C,Calculated Glass Transition Temperature,256,K,
812,C=COCC(C)C,Glass Transition Temperature,254 - 255,K,
813,C=COCC(C)C,Preferred Glass Transition Temperature,255,K,
814,C=COCC(C)C,Calculated Glass Transition Temperature,241 - 255,K,
815,C=COCC(C)C,Preferred Calculated Glass Transition Temperature,248,K,
816,OCCO.O=C=Nc1ccc(cc1)Cc1ccc(cc1)N=C=O,Glass Transition Temperature,412,K,
817,OCCO.O=C=Nc1ccc(cc1)Cc1ccc(cc1)N=C=O,Calculated Glass Transition Temperature,407 - 421,K,
818,OCCO.O=C=Nc1ccc(cc1)Cc1ccc(cc1)N=C=O,Preferred Calculated Glass Transition Temperature,414,K,
819,CCC=C,Glass Transition Temperature,228 - 249,K,
820,CCC=C,Preferred Glass Transition Temperature,239,K,
821,CCC=C,Calculated Glass Transition Temperature,238 - 246,K,
822,CCC=C,Preferred Calculated Glass Transition Temperature,242,K,
823,O1CC1,Glass Transition Temperature,206 - 207,K,
824,O1CC1,Glass Transition Temperature,243 - 246,K,
825,O1CC1,Preferred Glass Transition Temperature,207,K,
826,O1CC1,Preferred Glass Transition Temperature,245,K,
827,O1CC1,Preferred Glass Transition Temperature,225,K,
828,O1CC1,Calculated Glass Transition Temperature,200 - 204,K,
829,O1CC1,Calculated Glass Transition Temperature,251,K,
830,O1CC1,Preferred Calculated Glass Transition Temperature,202,K,
831,O1CC1,Preferred Calculated Glass Transition Temperature,251,K,
832,Oc1ccc(cc1)O.Clc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Cl,Glass Transition Temperature,465 - 493,K,
833,Oc1ccc(cc1)O.Clc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Cl,Preferred Glass Transition Temperature,479,K,
834,Oc1ccc(cc1)O.Clc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Cl,Calculated Glass Transition Temperature,487,K,
835,CC(c1ccc(cc1)O)(c1ccc(cc1)O)C.ClC(=O)Cl,Glass Transition Temperature,420 - 447,K,
836,CC(c1ccc(cc1)O)(c1ccc(cc1)O)C.ClC(=O)Cl,Preferred Glass Transition Temperature,430,K,
837,CC(c1ccc(cc1)O)(c1ccc(cc1)O)C.ClC(=O)Cl,Calculated Glass Transition Temperature,422 - 435,K,
838,CC(c1ccc(cc1)O)(c1ccc(cc1)O)C.ClC(=O)Cl,Preferred Calculated Glass Transition Temperature,429,K,
839,OCCOCCOCCOCCO.O=C=NCCCCCCN=C=O,Glass Transition Temperature,258,K,
840,OCCOCCOCCOCCO.O=C=NCCCCCCN=C=O,Calculated Glass Transition Temperature,252 - 271,K,
841,OCCOCCOCCOCCO.O=C=NCCCCCCN=C=O,Preferred Calculated Glass Transition Temperature,262,K,
842,"CC[Si](CC)(Cl)Cl, CC[Si](CC)(OC)OC",Glass Transition Temperature,135 - 140,K,
843,"CC[Si](CC)(Cl)Cl, CC[Si](CC)(OC)OC",Preferred Glass Transition Temperature,137,K,
844,"CC[Si](CC)(Cl)Cl, CC[Si](CC)(OC)OC",Calculated Glass Transition Temperature,140,K,
845,C=CCC(C)C,Glass Transition Temperature,297 - 333,K,
846,C=CCC(C)C,Preferred Glass Transition Temperature,302,K,
847,C=CCC(C)C,Calculated Glass Transition Temperature,263 - 302,K,
848,C=CCC(C)C,Preferred Calculated Glass Transition Temperature,279,K,
849,CCC(OC(=O)C(=C)C)C,Glass Transition Temperature,333,K,
850,CCC(OC(=O)C(=C)C)C,Calculated Glass Transition Temperature,321 - 344,K,
851,CCC(OC(=O)C(=C)C)C,Preferred Calculated Glass Transition Temperature,329,K,
852,CCCC(=O)OC=C,Calculated Glass Transition Temperature,263 - 278,K,
853,CCCC(=O)OC=C,Preferred Calculated Glass Transition Temperature,271,K,
854,Clc1ccc(cc1)Cl.[Na]S[Na],Glass Transition Temperature,353 - 383,K,
855,Clc1ccc(cc1)Cl.[Na]S[Na],Preferred Glass Transition Temperature,363,K,
856,Clc1ccc(cc1)Cl.[Na]S[Na],Calculated Glass Transition Temperature,363 - 369,K,
857,Clc1ccc(cc1)Cl.[Na]S[Na],Preferred Calculated Glass Transition Temperature,366,K,
858,C=COC=O,Glass Transition Temperature,304 - 315,K,
859,C=COC=O,Preferred Glass Transition Temperature,307,K,
860,C=COC=O,Calculated Glass Transition Temperature,285 - 301,K,
861,C=COC=O,Preferred Calculated Glass Transition Temperature,293,K,
862,Oc1c(C)cccc1(C),Glass Transition Temperature,462 - 498,K,
863,Oc1c(C)cccc1(C),Glass Transition Temperature,423 - 440,K,
864,Oc1c(C)cccc1(C),Preferred Glass Transition Temperature,483,K,
865,Oc1c(C)cccc1(C),Calculated Glass Transition Temperature,443 - 483,K,
866,Oc1c(C)cccc1(C),Preferred Calculated Glass Transition Temperature,465,K,
867,C=Cc1ccc(cc1)F,Glass Transition Temperature,368 - 384,K,
868,C=Cc1ccc(cc1)F,Preferred Glass Transition Temperature,376,K,
869,C=Cc1ccc(cc1)F,Calculated Glass Transition Temperature,386 - 402,K,
870,C=Cc1ccc(cc1)F,Preferred Calculated Glass Transition Temperature,394,K,
871,C=CC=C,Glass Transition Temperature,245 - 293,K,
872,C=CC=C,Preferred Glass Transition Temperature,268,K,
873,C=CC=C,Calculated Glass Transition Temperature,268 - 273,K,
874,C=CC=C,Preferred Calculated Glass Transition Temperature,271,K,
875,C=CC(=O)Oc1ccc(cc1)Cl,Glass Transition Temperature,331,K,
876,C=CC(=O)Oc1ccc(cc1)Cl,Calculated Glass Transition Temperature,334,K,
877,Oc1ccc(cc1)Sc1ccc(cc1)O.ClC(=O)Cl,Glass Transition Temperature,383 - 388,K,
878,Oc1ccc(cc1)Sc1ccc(cc1)O.ClC(=O)Cl,Preferred Glass Transition Temperature,386,K,
879,Oc1ccc(cc1)Sc1ccc(cc1)O.ClC(=O)Cl,Calculated Glass Transition Temperature,381,K,
880,C=Cc1ccc(cc1)C(C)(C)C,Glass Transition Temperature,399 - 422,K,
881,C=Cc1ccc(cc1)C(C)(C)C,Preferred Glass Transition Temperature,402,K,
882,C=Cc1ccc(cc1)C(C)(C)C,Calculated Glass Transition Temperature,389 - 431,K,
883,C=Cc1ccc(cc1)C(C)(C)C,Preferred Calculated Glass Transition Temperature,406,K,
884,CC(COC(=O)C(=C)C)C,Glass Transition Temperature,326,K,
885,CC(COC(=O)C(=C)C)C,Glass Transition Temperature,337,K,
886,CC(COC(=O)C(=C)C)C,Calculated Glass Transition Temperature,321 - 322,K,
887,CC(COC(=O)C(=C)C)C,Calculated Glass Transition Temperature,335 - 336,K,
888,CC(COC(=O)C(=C)C)C,Preferred Calculated Glass Transition Temperature,328,K,
889,CCC(c1ccc(cc1)O)(c1ccc(cc1)O)C.ClC(=O)Cl,Glass Transition Temperature,407 - 422,K,
890,CCC(c1ccc(cc1)O)(c1ccc(cc1)O)C.ClC(=O)Cl,Preferred Glass Transition Temperature,415,K,
891,CCC(c1ccc(cc1)O)(c1ccc(cc1)O)C.ClC(=O)Cl,Calculated Glass Transition Temperature,398 - 430,K,
892,CCC(c1ccc(cc1)O)(c1ccc(cc1)O)C.ClC(=O)Cl,Preferred Calculated Glass Transition Temperature,414,K,
893,O=C=O.C1CO1,Glass Transition Temperature,283 - 301,K,
894,O=C=O.C1CO1,Preferred Glass Transition Temperature,290,K,
895,O=C=O.C1CO1,Calculated Glass Transition Temperature,270 - 309,K,
896,O=C=O.C1CO1,Preferred Calculated Glass Transition Temperature,286,K,
897,C=CN1CCCC1=O,Glass Transition Temperature,438 - 448,K,
898,C=CN1CCCC1=O,Preferred Glass Transition Temperature,443,K,
899,C=CN1CCCC1=O,Calculated Glass Transition Temperature,455,K,
900,OC(=O)c1cccc(c1)C(=O)O.OCCCCO,Glass Transition Temperature,290 - 307,K,
901,OC(=O)c1cccc(c1)C(=O)O.OCCCCO,Preferred Glass Transition Temperature,297,K,
902,OC(=O)c1cccc(c1)C(=O)O.OCCCCO,Calculated Glass Transition Temperature,308 - 316,K,
903,OC(=O)c1cccc(c1)C(=O)O.OCCCCO,Preferred Calculated Glass Transition Temperature,312,K,
904,CCCCOC(=O)CC(=C)C(=O)OCCCC,Glass Transition Temperature,285,K,
905,CCCCOC(=O)CC(=C)C(=O)OCCCC,Calculated Glass Transition Temperature,286 - 297,K,
906,CCCCOC(=O)CC(=C)C(=O)OCCCC,Preferred Calculated Glass Transition Temperature,286,K,
907,CC(OC(=O)C(=C)C)C,Glass Transition Temperature,354 - 358,K,
908,CC(OC(=O)C(=C)C)C,Preferred Glass Transition Temperature,356,K,
909,CC(OC(=O)C(=C)C)C,Calculated Glass Transition Temperature,329 - 364,K,
910,CC(OC(=O)C(=C)C)C,Preferred Calculated Glass Transition Temperature,362,K,
911,NCCCCCCN.ClC(=O)c1ccc(cc1)C(=O)Cl,Glass Transition Temperature,415,K,
912,NCCCCCCN.ClC(=O)c1ccc(cc1)C(=O)Cl,Calculated Glass Transition Temperature,412 - 426,K,
913,NCCCCCCN.ClC(=O)c1ccc(cc1)C(=O)Cl,Preferred Calculated Glass Transition Temperature,415,K,
914,OC(=O)CCCCC(=O)O.OCCO,Glass Transition Temperature,203 - 233,K,
915,OC(=O)CCCCC(=O)O.OCCO,Preferred Glass Transition Temperature,230,K,
916,OC(=O)CCCCC(=O)O.OCCO,Calculated Glass Transition Temperature,228 - 236,K,
917,OC(=O)CCCCC(=O)O.OCCO,Preferred Calculated Glass Transition Temperature,234,K,
918,OCCCCO.O=C=Nc1ccc(cc1)Cc1ccc(cc1)N=C=O,Glass Transition Temperature,342 - 382,K,
919,OCCCCO.O=C=Nc1ccc(cc1)Cc1ccc(cc1)N=C=O,Preferred Glass Transition Temperature,363,K,
920,OCCCCO.O=C=Nc1ccc(cc1)Cc1ccc(cc1)N=C=O,Calculated Glass Transition Temperature,323,K,
921,OCCCCO.O=C=Nc1ccc(cc1)Cc1ccc(cc1)N=C=O,Calculated Glass Transition Temperature,369,K,
922,OCCCCO.O=C=Nc1ccc(cc1)Cc1ccc(cc1)N=C=O,Preferred Calculated Glass Transition Temperature,369,K,
923,OCCCCO.O=C=Nc1ccc(cc1)Cc1ccc(cc1)N=C=O,Glass Transition Temperature,342 - 382,K,
924,OCCCCO.O=C=Nc1ccc(cc1)Cc1ccc(cc1)N=C=O,Preferred Glass Transition Temperature,363,K,
925,OCCCCO.O=C=Nc1ccc(cc1)Cc1ccc(cc1)N=C=O,Calculated Glass Transition Temperature,323,K,
926,OCCCCO.O=C=Nc1ccc(cc1)Cc1ccc(cc1)N=C=O,Calculated Glass Transition Temperature,369,K,
927,OCCCCO.O=C=Nc1ccc(cc1)Cc1ccc(cc1)N=C=O,Preferred Calculated Glass Transition Temperature,369,K,
928,CC(O).O=CCCC,Calculated Glass Transition Temperature,335 - 351,K,
929,CC(O).O=CCCC,Preferred Calculated Glass Transition Temperature,344,K,
930,CC(O).O=C,Calculated Glass Transition Temperature,325 - 381,K,
931,CC(O).O=C,Preferred Calculated Glass Transition Temperature,381,K,
932,C=CC(=O)O,Glass Transition Temperature,379,K,
933,C=CC(=O)O,Glass Transition Temperature,348,K,
934,C=CC(=O)OC12CC3CC(CC(C3)C1)C2,Glass Transition Temperature,426,K,
935,C/C=C/C(=O)OC12CC3CC(CC(C3)C1)C2,Glass Transition Temperature,507,K,
936,C/C=C/C=C/C(=O)OC12CC3CC(CC(C3)C1)C2,Glass Transition Temperature,388,K,
937,C=CC(=O)OCc1ccccc1,Glass Transition Temperature,279,K,
938,C=CC(=O)Oc1ccc(-c2ccccc2)cc1,Glass Transition Temperature,383,K,
939,C=CC(=O)Oc1ccc(C(=O)OCCCC)cc1,Glass Transition Temperature,286,K,
940,C=CC(=O)OCCCC,Glass Transition Temperature,219,K,Mechanical method
941,C=CC(=O)OCCCC,Glass Transition Temperature,224,K,
942,C=CC(=O)OC(C)CC,Glass Transition Temperature,251,K,conventional
943,C=CC(=O)OC(C)CC,Glass Transition Temperature,253,K,conventional
944,C=CC(=O)OC(C)CC,Glass Transition Temperature,253,K,syndiotactic
945,C=CC(=O)OC(C)CC,Glass Transition Temperature,250,K,isotactic
946,C=CC(=O)OC(C)(C)C,Glass Transition Temperature,380,K,Conflicting data
947,C=CC(=O)OC(C)(C)C,Glass Transition Temperature,346,K,
948,C=CC(=O)OC(C)(C)C,Glass Transition Temperature,304,K,
949,C=CC(=O)Oc1ccccc1C(C)(C)C,Glass Transition Temperature,345,K,
950,C=CC(=O)Oc1ccc(C(C)(C)C)cc1,Glass Transition Temperature,344,K,
951,C=CC(=O)[O-].[Cs+],Glass Transition Temperature,447,K,Extrapolated from DSC data on water plasticized samples
952,C=CC(=O)Oc1ccccc1Cl,Glass Transition Temperature,326,K,
953,C=CC(=O)Oc1ccc(Cl)cc1,Glass Transition Temperature,331,K,
954,C=CC(=O)Oc1ccc(Cl)cc1Cl,Glass Transition Temperature,333,K,
955,C=CC(=O)OCc1ccc(C#N)cc1,Glass Transition Temperature,317,K,
956,C=CC(=O)OCC(C#N)CC,Glass Transition Temperature,384.0 - 396.0,K,"Dilatomer, 10deg/min HR, DTA, f(polymerization)"
957,C=CC(=O)OCC(C)(C)C#N,Glass Transition Temperature,324,K,"Dilatomer, 10deg/min HR"
